"fidelity","eta_opt"
0.6414851879788589,0.005
0.6344564065616325,0.015
0.6234649137022863,0.025
0.6087605083128874,0.034999999999999996
0.5907076030093069,0.045
0.569743875144873,0.055
0.5463447099136413,0.065
0.5209948678180784,0.07500000000000001
0.49416742162239996,0.085
0.46630913546312003,0.095
0.43783107832285934,0.10500000000000001
0.4091032370761908,0.115
0.3804520613087446,0.125
0.3521601055350776,0.135
0.3244671553525533,0.14500000000000002
0.29757239704546873,0.155
0.2716373095216625,0.165
0.24678903316969347,0.17500000000000002
0.22312401718411168,0.185
0.20071177866312315,0.195
0.17959863278810437,0.20500000000000002
0.15981127869498582,0.215
0.14136015182605832,0.225
0.1242424800542365,0.23500000000000001
0.10844500621611809,0.245
0.09394636231607612,0.255
0.08071909941475904,0.265
0.06873139151137894,0.275
0.057948441539333706,0.28500000000000003
0.048333623310038265,0.295
0.039849395514742265,0.305
0.03245802350076699,0.315
0.0261221422538585,0.325
0.020805190547643678,0.335
0.016471742155491735,0.34500000000000003
0.013087755818792112,0.35500000000000004
0.010620761657381749,0.365
0.009039998102756857,0.375
0.008316510343125269,0.385
0.008423218722934379,0.395
0.009334963512437802,0.405
0.011028530891448216,0.41500000000000004
0.013482663791109944,0.425
0.016678060316776457,0.435
0.020597361745948298,0.445
0.02522513148078219,0.455
0.03054782577342712,0.465
0.03655375649023702,0.47500000000000003
0.043233045610764145,0.485
0.050577570557638236,0.495
0.05858089882454476,0.505
0.06723820972053546,0.515
0.07654620039318302,0.525
0.08650297264414625,0.535
0.09710789641844501,0.545
0.10836144523621787,0.555
0.12026499823682908,0.5650000000000001
0.13282060290333708,0.5750000000000001
0.1460306919035368,0.585
0.1598977467861813,0.595
0.1744239004661065,0.605
0.18961046947804874,0.615
0.20545740584134428,0.625
0.22196265703896267,0.635
0.23912142108673284,0.645
0.25692528200944725,0.655
0.2753612093698658,0.665
0.29441040401697016,0.675
0.31404697123661435,0.685
0.3342364024288375,0.6950000000000001
0.35493384786754845,0.7050000000000001
0.37608216673184275,0.715
0.3976097472856861,0.725
0.41942810078899256,0.735
0.4414292484695445,0.745
0.46348294265274165,0.755
0.48543379173055384,0.765
0.5070983944644903,0.775
0.5282626319428486,0.785
0.5486793142315781,0.795
0.56806643109754,0.805
0.586106308552039,0.8150000000000001
0.6024460204755655,0.8250000000000001
0.6166994413668281,0.8350000000000001
0.6284513460933976,0.845
0.6372639597915353,0.855
0.6426863317668033,0.865
0.6442668496150271,0.875
0.6415691238192192,0.885
0.6341913582883927,0.895
0.6217891732023155,0.905
0.6041016464476114,0.915
0.5809800553750359,0.925
0.5524183806299173,0.935
0.5185840211687673,0.9450000000000001
0.47984633086154427,0.9550000000000001
0.4367995650900153,0.965
0.39027580597800515,0.975
0.34134279771043,0.985
0.291281930751207,0.995
