"fidelity","eta_opt"
0.6446144489039853,0.005
0.6398022883612688,0.015
0.6270862027937646,0.025
0.6082812192634479,0.034999999999999996
0.5849937856359289,0.045
0.5585470460276545,0.055
0.5299836585537518,0.065
0.5001062664122157,0.07500000000000001
0.46952886264090904,0.085
0.43872464091675195,0.095
0.40806446400659196,0.10500000000000001
0.37784496537888285,0.115
0.3483076239327605,0.125
0.3196509563994328,0.135
0.29203798122271324,0.14500000000000002
0.2656007600037794,0.155
0.24044336212716055,0.165
0.2166441521522675,0.17500000000000002
0.19425792743088396,0.185
0.17331815555450514,0.195
0.15383937555220353,0.20500000000000002
0.13581971917361693,0.215
0.11924346009711853,0.225
0.10408349028197275,0.23500000000000001
0.0903036373306602,0.245
0.07786076194164152,0.255
0.06670660168027748,0.265
0.05678935128994398,0.275
0.04805498823596083,0.28500000000000003
0.04044836459805093,0.295
0.03391409337491942,0.305
0.028397259836279654,0.315
0.023843987993999942,0.325
0.02020188971709416,0.335
0.017420420433467827,0.34500000000000003
0.015451161451900777,0.35500000000000004
0.014248045176090242,0.365
0.013767536146176934,0.375
0.013968778055273091,0.385
0.014813714662274833,0.395
0.01626719080033589,0.405
0.018297038367423375,0.41500000000000004
0.020874151172645846,0.425
0.023972551694678105,0.435
0.0275694520963127,0.445
0.031645311161577955,0.455
0.036183888129841225,0.465
0.041172293665455974,0.47500000000000003
0.04660103740883609,0.485
0.05246407070464088,0.495
0.05875882220222347,0.505
0.06548622308364625,0.515
0.07265071770677177,0.525
0.08026025446424512,0.535
0.08832625065846178,0.545
0.096863524177497,0.555
0.10589018372144784,0.5650000000000001
0.11542746826121182,0.5750000000000001
0.12549952529598427,0.585
0.13613311629136482,0.595
0.14735723640415033,0.605
0.15920263420987252,0.615
0.17170121562589416,0.625
0.18488531455746837,0.635
0.19878681099743975,0.645
0.21343607542770027,0.655
0.22886071650328044,0.665
0.2450841073335472,0.675
0.2621236645155159,0.685
0.27998885389132316,0.6950000000000001
0.2986788984739152,0.7050000000000001
0.3181801680399946,0.715
0.33846323772770753,0.725
0.35947961605712714,0.735
0.3811581627527352,0.745
0.4034012452299252,0.755
0.42608072094260097,0.765
0.44903388151434953,0.775
0.4720595527768897,0.785
0.4949146093500242,0.795
0.517311226986334,0.805
0.5389152506999281,0.8150000000000001
0.5593460882488988,0.8250000000000001
0.5781785310322229,0.8350000000000001
0.5949468426581369,0.845
0.6091513297178048,0.855
0.620267422665748,0.865
0.6277570709253606,0.875
0.6310820472430061,0.885
0.6297186456715365,0.895
0.6231733582983524,0.905
0.6109995573940139,0.915
0.5928161111967605,0.925
0.5683302821297161,0.935
0.5373691026600741,0.9450000000000001
0.4999252815054636,0.9550000000000001
0.4562245423715106,0.965
0.4068191520187643,0.975
0.35270414795503646,0.985
0.2954351194313343,0.995
