"fidelity","eta_opt"
0.6626017545449034,0.005
0.696582579530021,0.015
0.7236933301237212,0.025
0.7428154296982955,0.034999999999999996
0.7532710291987351,0.045
0.754877754057813,0.055
0.7479347479468902,0.065
0.7331487246828929,0.07500000000000001
0.7115212989985094,0.085
0.6842232784483331,0.095
0.6524782123076976,0.10500000000000001
0.61746952394598,0.115
0.5802768123266248,0.125
0.5418400614463196,0.135
0.5029465355184074,0.14500000000000002
0.4642337804119554,0.155
0.4262025395447459,0.165
0.389234638455586,0.17500000000000002
0.3536123481902484,0.185
0.31953703856842913,0.195
0.2871459340329261,0.20500000000000002
0.25652647592153427,0.215
0.22772822650097535,0.225
0.2007724901473201,0.23500000000000001
0.17565993856395473,0.245
0.15237655918916926,0.255
0.13089823382572285,0.265
0.11119422081668535,0.275
0.0932297726495251,0.28500000000000003
0.07696807945125347,0.295
0.062371691304705476,0.305
0.049403540195890557,0.315
0.03802765591478395,0.325
0.02820964893679862,0.335
0.01991701649316971,0.34500000000000003
0.013119314917453368,0.35500000000000004
0.007788231201920149,0.365
0.0038975788770689657,0.375
0.0014232373139507603,0.385
0.0003430489208821646,0.395
0.0006366851333869815,0.405
0.002285489324892778,0.41500000000000004
0.0052723026028799426,0.425
0.009581276755306862,0.435
0.015197677265682875,0.445
0.022107678239271206,0.455
0.030298150214103856,0.465
0.03975644111908461,0.47500000000000003
0.05047015004740703,0.485
0.06242689300345803,0.495
0.07561405932661314,0.505
0.09001855707051779,0.515
0.10562654519882411,0.525
0.12242315002736918,0.535
0.14039216287992254,0.545
0.15951571541335327,0.555
0.17977392849372983,0.5650000000000001
0.20114452985451123,0.5750000000000001
0.22360243502993088,0.585
0.24711928521984086,0.595
0.271662934795155,0.605
0.2971968800824748,0.615
0.323679619856105,0.625
0.35106393659456425,0.635
0.3792960860001288,0.645
0.4083148805015103,0.655
0.4380506504251919,0.665
0.46842406419581195,0.675
0.49934478628918866,0.685
0.530709948726451,0.6950000000000001
0.5624024087473803,0.7050000000000001
0.5942887621456002,0.715
0.6262170790128692,0.725
0.6580143270972881,0.735
0.6894834489431818,0.745
0.7204000645712573,0.755
0.7505087849734443,0.765
0.7795191480759108,0.775
0.8071012351944528,0.785
0.8328811022401732,0.795
0.8564362790086157,0.805
0.8772917676639542,0.8150000000000001
0.8949172252132012,0.8250000000000001
0.9087263588198781,0.8350000000000001
0.9180800005768983,0.845
0.9222948372031003,0.855
0.9206602783791087,0.865
0.9124663041482121,0.875
0.8970450771067202,0.885
0.8738282618655097,0.895
0.8424199193481572,0.905
0.8026811892351455,0.915
0.754817792672106,0.925
0.6994555292563962,0.935
0.6376843327983596,0.9450000000000001
0.5710508684952655,0.9550000000000001
0.5014856681266667,0.965
0.4311639946770457,0.975
0.36231709541230633,0.985
0.29702606170235724,0.995
