"curve_id","n_det","tau","point_id","fidelity","eta_opt"
2,2,0.95,20,0.16458521580916616,0.195
2,2,0.95,21,0.14600829780471233,0.20500000000000002
2,2,0.95,22,0.12883733437259962,0.215
2,2,0.95,23,0.11305646326312885,0.225
2,2,0.95,24,0.09863922370687012,0.23500000000000001
2,2,0.95,25,0.08555058346779702,0.245
2,2,0.95,26,0.07374882007661733,0.255
2,2,0.95,27,0.06318721090195964,0.265
2,2,0.95,28,0.05381550884228963,0.275
2,2,0.95,29,0.04558119950483969,0.28500000000000003
2,2,0.95,30,0.03843055016838692,0.295
2,2,0.95,31,0.03230947030102532,0.305
2,2,0.95,32,0.02716420842705398,0.315
2,2,0.95,33,0.02294191161895298,0.325
2,2,0.95,34,0.019591072858285,0.335
2,2,0.95,35,0.017061888924540497,0.34500000000000003
2,2,0.95,36,0.015306548130532458,0.35500000000000004
2,2,0.95,37,0.014279463722214794,0.365
2,2,0.95,38,0.013937465495323782,0.375
2,2,0.95,39,0.014239959372215262,0.385
2,2,0.95,40,0.015149062412843464,0.395
2,2,0.95,41,0.01662971898832141,0.405
2,2,0.95,42,0.018649802546066747,0.41500000000000004
2,2,0.95,43,0.021180206433347747,0.425
2,2,0.95,44,0.024194926505436795,0.435
2,2,0.95,45,0.027671137619988836,0.445
2,2,0.95,46,0.03158926552540661,0.455
2,2,0.95,47,0.035933055027307266,0.465
2,2,0.95,48,0.04068963462804136,0.47500000000000003
2,2,0.95,49,0.0458495770655265,0.485
2,2,0.95,50,0.051406954332199606,0.495
2,2,0.95,51,0.05735938484642084,0.505
2,2,0.95,52,0.06370806949622405,0.515
2,2,0.95,53,0.07045781229818579,0.525
2,2,0.95,54,0.07761702042788558,0.535
2,2,0.95,55,0.08519767739189205,0.545
2,2,0.95,56,0.09321528212521825,0.555
2,2,0.95,57,0.1016887458048657,0.5650000000000001
2,2,0.95,58,0.11064023715325988,0.5750000000000001
2,2,0.95,59,0.12009496594169966,0.585
2,2,0.95,60,0.13008089326455988,0.595
2,2,0.95,61,0.14062835590805955,0.605
2,2,0.95,62,0.15176959075179497,0.615
2,2,0.95,63,0.16353814359207713,0.625
2,2,0.95,64,0.17596814505341324,0.635
2,2,0.95,65,0.18909343437598816,0.645
2,2,0.95,66,0.20294650989667953,0.655
2,2,0.95,67,0.21755728311429962,0.665
2,2,0.95,68,0.2329516115850384,0.675
2,2,0.95,69,0.2491495849113422,0.685
2,2,0.95,70,0.26616353832774026,0.6950000000000001
2,2,0.95,71,0.28399577062850484,0.7050000000000001
2,2,0.95,72,0.3026359484399948,0.715
2,2,0.95,73,0.3220581883572115,0.725
2,2,0.95,74,0.3422178236442681,0.735
2,2,0.95,75,0.3630478844668954,0.745
2,2,0.95,76,0.3844553511771208,0.755
2,2,0.95,77,0.40631727959587305,0.765
2,2,0.95,78,0.4284769450182336,0.775
2,2,0.95,79,0.4507402055727398,0.785
2,2,0.95,80,0.4728723410845305,0.795
2,2,0.95,81,0.49459567352939654,0.805
2,2,0.95,82,0.5155883097474816,0.8150000000000001
2,2,0.95,83,0.5354843548849837,0.8250000000000001
2,2,0.95,84,0.5538759150765493,0.8350000000000001
2,2,0.95,85,0.5703171331087759,0.845
2,2,0.95,86,0.5843303826892047,0.855
2,2,0.95,87,0.5954146005256634,0.865
2,2,0.95,88,0.6030555933477613,0.875
2,2,0.95,89,0.6067380706679977,0.885
2,2,0.95,90,0.6059591897632696,0.895
2,2,0.95,91,0.6002436275535735,0.905
2,2,0.95,92,0.5891606704943511,0.915
2,2,0.95,93,0.5723445501821101,0.925
2,2,0.95,94,0.5495201748264895,0.935
2,2,0.95,95,0.5205372944077586,0.9450000000000001
2,2,0.95,96,0.48541654434204,0.9550000000000001
2,2,0.95,97,0.4444099906808874,0.965
2,2,0.95,98,0.39807570035669926,0.975
2,2,0.95,99,0.3473593891422421,0.985
2,2,0.95,100,0.29366599709143837,0.995
3,2,0.7,1,0.6243822688799969,0.005
3,2,0.7,2,0.5903029516569397,0.015
3,2,0.7,3,0.5591819092712925,0.025
3,2,0.7,4,0.5293173238095122,0.034999999999999996
3,2,0.7,5,0.4999131049338568,0.045
3,2,0.7,6,0.47067915537988003,0.055
3,2,0.7,7,0.4415955886655383,0.065
3,2,0.7,8,0.41277183054841804,0.07500000000000001
3,2,0.7,9,0.3843654634623732,0.085
3,2,0.7,10,0.3565391920465528,0.095
3,2,0.7,11,0.32944116244821453,0.10500000000000001
3,2,0.7,12,0.303198452361643,0.115
3,2,0.7,13,0.277917044552878,0.125
3,2,0.7,14,0.2536842477686963,0.135
3,2,0.7,15,0.23057141627928227,0.14500000000000002
3,2,0.7,16,0.2086360532449104,0.155
3,2,0.7,17,0.18792310737280132,0.165
3,2,0.7,18,0.16846563287045807,0.17500000000000002
3,2,0.7,19,0.15028510613190896,0.185
3,2,0.7,20,0.1333916783469236,0.195
3,2,0.7,21,0.11778456356874793,0.20500000000000002
3,2,0.7,22,0.103452665035801,0.215
3,2,0.7,23,0.09037545731755318,0.225
3,2,0.7,24,0.07852408153757935,0.23500000000000001
3,2,0.7,25,0.06786257821441088,0.245
3,2,0.7,26,0.05834917333366755,0.255
3,2,0.7,27,0.04993754127654125,0.265
3,2,0.7,28,0.042577985855920354,0.275
3,2,0.7,29,0.0362185017072412,0.28500000000000003
3,2,0.7,30,0.030805698177140753,0.295
3,2,0.7,31,0.02628558403058689,0.305
3,2,0.7,32,0.022604222699514842,0.315
3,2,0.7,33,0.019708274488145258,0.325
3,2,0.7,34,0.017545444873644844,0.335
3,2,0.7,35,0.016064857841313614,0.34500000000000003
3,2,0.7,36,0.015217371150571781,0.35500000000000004
3,2,0.7,37,0.014955847485175568,0.365
3,2,0.7,38,0.015235392319919138,0.375
3,2,0.7,39,0.016013566513134906,0.385
3,2,0.7,40,0.017250579360072595,0.395
3,2,0.7,41,0.018909466184508752,0.405
3,2,0.7,42,0.020956253443645274,0.41500000000000004
3,2,0.7,43,0.023360113638325925,0.425
3,2,0.7,44,0.026093511892330477,0.435
3,2,0.7,45,0.02913234573386001,0.445
3,2,0.7,46,0.032456079252793577,0.455
3,2,0.7,47,0.03604787233433724,0.465
3,2,0.7,48,0.0398947050421526,0.47500000000000003
3,2,0.7,49,0.04398749643832961,0.485
3,2,0.7,50,0.04832121620738286,0.495
3,2,0.7,51,0.05289498643604161,0.505
3,2,0.7,52,0.057712169833454445,0.515
3,2,0.7,53,0.06278043959616311,0.525
3,2,0.7,54,0.06811182505647555,0.535
3,2,0.7,55,0.07372272621546959,0.545
3,2,0.7,56,0.07963388925260206,0.555
3,2,0.7,57,0.08587033411050352,0.5650000000000001
3,2,0.7,58,0.09246122425450368,0.5750000000000001
3,2,0.7,59,0.09943966767394673,0.585
3,2,0.7,60,0.1068424370947069,0.595
3,2,0.7,61,0.1147095961758441,0.605
3,2,0.7,62,0.1230840171349046,0.615
3,2,0.7,63,0.13201077375801273,0.625
3,2,0.7,64,0.1415363920894328,0.635
3,2,0.7,65,0.15170793927954943,0.645
3,2,0.7,66,0.16257192917875754,0.655
3,2,0.7,67,0.17417302147502686,0.665
3,2,0.7,68,0.18655248981079636,0.675
3,2,0.7,69,0.19974643390916702,0.685
3,2,0.7,70,0.21378371207056499,0.6950000000000001
3,2,0.7,71,0.22868357452702967,0.7050000000000001
3,2,0.7,72,0.24445298637593832,0.715
3,2,0.7,73,0.2610836426294531,0.725
3,2,0.7,74,0.27854869872993904,0.735
3,2,0.7,75,0.2967992687174178,0.745
3,2,0.7,76,0.3157607802264157,0.755
3,2,0.7,77,0.3353293192759754,0.765
3,2,0.7,78,0.35536814492200464,0.775
3,2,0.7,79,0.37570459822464064,0.785
3,2,0.7,80,0.396127663053037,0.795
3,2,0.7,81,0.41638644770261174,0.805
3,2,0.7,82,0.4361898361307505,0.8150000000000001
3,2,0.7,83,0.45520749946214406,0.8250000000000001
3,2,0.7,84,0.47307236398237623,0.8350000000000001
3,2,0.7,85,0.48938451558741,0.845
3,2,0.7,86,0.5037164132175227,0.855
3,2,0.7,87,0.5156192321396595,0.865
3,2,0.7,88,0.5246302201649469,0.875
3,2,0.7,89,0.5302811830108719,0.885
3,2,0.7,90,0.5321086544875493,0.895
3,2,0.7,91,0.5296669375573382,0.905
3,2,0.7,92,0.5225459192713845,0.915
3,2,0.7,93,0.5103961301682376,0.925
3,2,0.7,94,0.4929635370349316,0.935
3,2,0.7,95,0.47013548129117466,0.9450000000000001
3,2,0.7,96,0.4419964554141464,0.9550000000000001
3,2,0.7,97,0.40888785416391643,0.965
3,2,0.7,98,0.37146019883948617,0.975
3,2,0.7,99,0.33070191696867496,0.985
3,2,0.7,100,0.2879295322077636,0.995
4,4,1.,1,0.6493958279244058,0.005
4,4,1.,2,0.656654187112229,0.015
4,4,1.,3,0.6578556751710147,0.025
4,4,1.,4,0.653229994852707,0.034999999999999996
4,4,1.,5,0.6431763771958727,0.045
4,4,1.,6,0.6282256439889694,0.055
4,4,1.,7,0.6089994086841414,0.065
4,4,1.,8,0.5861702073468187,0.07500000000000001
4,4,1.,9,0.5604255133493218,0.085
4,4,1.,10,0.5324375963351108,0.095
4,4,1.,11,0.5028402029697686,0.10500000000000001
4,4,1.,12,0.47221218790563885,0.115
4,4,1.,13,0.4410675805921782,0.125
4,4,1.,14,0.40985115979044046,0.135
4,4,1.,15,0.37893840635914916,0.14500000000000002
4,4,1.,16,0.3486386749206264,0.155
4,4,1.,17,0.3192005151873431,0.165
4,4,1.,18,0.2908182342272899,0.17500000000000002
4,4,1.,19,0.263638980425589,0.185
4,4,1.,20,0.23776981841613806,0.195
4,4,1.,21,0.21328443314046533,0.20500000000000002
4,4,1.,22,0.19022924115478984,0.215
4,4,1.,23,0.16862879588851853,0.225
4,4,1.,24,0.14849045263307042,0.23500000000000001
4,4,1.,25,0.12980831278889374,0.245
4,4,1.,26,0.11256650034820895,0.255
4,4,1.,27,0.09674184169271698,0.265
4,4,1.,28,0.08230602691312554,0.275
4,4,1.,29,0.06922733060061097,0.28500000000000003
4,4,1.,30,0.05747196520236984,0.295
4,4,1.,31,0.047005132627993995,0.305
4,4,1.,32,0.037791831285107776,0.315
4,4,1.,33,0.02979746707538856,0.325
4,4,1.,34,0.022988308696818616,0.335
4,4,1.,35,0.017331820212749174,0.34500000000000003
4,4,1.,36,0.012796897417456744,0.35500000000000004
4,4,1.,37,0.009354029082906017,0.365
4,4,1.,38,0.006975399666328896,0.375
4,4,1.,39,0.005634946401652775,0.385
4,4,1.,40,0.005308380776002108,0.395
4,4,1.,41,0.005973182084701154,0.405
4,4,1.,42,0.00760856894687227,0.41500000000000004
4,4,1.,43,0.010195453240798801,0.425
4,4,1.,44,0.013716379788723808,0.435
4,4,1.,45,0.01815545420439225,0.445
4,4,1.,46,0.02349826054810631,0.455
4,4,1.,47,0.02973176976235982,0.465
4,4,1.,48,0.036844239248336214,0.47500000000000003
4,4,1.,49,0.044825103363165676,0.485
4,4,1.,50,0.053664854052814376,0.495
4,4,1.,51,0.0633549102762422,0.505
4,4,1.,52,0.07388747431879615,0.515
4,4,1.,53,0.08525537253583676,0.525
4,4,1.,54,0.09745187751178605,0.535
4,4,1.,55,0.11047050806520062,0.545
4,4,1.,56,0.12430480297511413,0.555
4,4,1.,57,0.1389480637424457,0.5650000000000001
4,4,1.,58,0.15439306112312884,0.5750000000000001
4,4,1.,59,0.170631699562416,0.585
4,4,1.,60,0.18765463300353902,0.595
4,4,1.,61,0.2054508248157176,0.605
4,4,1.,62,0.22400704376159808,0.615
4,4,1.,63,0.24330728697867648,0.625
4,4,1.,64,0.263332119864821,0.635
4,4,1.,65,0.2840579215281809,0.645
4,4,1.,66,0.30545602310088915,0.655
4,4,1.,67,0.3274917247707679,0.665
4,4,1.,68,0.3501231759501268,0.675
4,4,1.,69,0.3733001017371332,0.685
4,4,1.,70,0.39696235798554586,0.6950000000000001
4,4,1.,71,0.4210382972553111,0.7050000000000001
4,4,1.,72,0.4454429291960549,0.715
4,4,1.,73,0.470075862236167,0.725
4,4,1.,74,0.49481901976158427,0.735
4,4,1.,75,0.5195341344875338,0.745
4,4,1.,76,0.5440600409618324,0.755
4,4,1.,77,0.5682098098875097,0.765
4,4,1.,78,0.5917678012515236,0.775
4,4,1.,79,0.6144867582379037,0.785
4,4,1.,80,0.6360851225807209,0.795
4,4,1.,81,0.6562448257805142,0.805
4,4,1.,82,0.6746098996059038,0.8150000000000001
4,4,1.,83,0.6907863514232612,0.8250000000000001
4,4,1.,84,0.7043438594889684,0.8350000000000001
4,4,1.,85,0.7148199496319088,0.845
4,4,1.,86,0.7217274002099305,0.855
4,4,1.,87,0.7245656611987644,0.865
4,4,1.,88,0.7228370316727384,0.875
4,4,1.,89,0.716068176841277,0.885
4,4,1.,90,0.7038372381963847,0.895
4,4,1.,91,0.6858062619773111,0.905
4,4,1.,92,0.6617579260327553,0.915
4,4,1.,93,0.6316346042563475,0.925
4,4,1.,94,0.5955767461897568,0.935
4,4,1.,95,0.5539565079922482,0.9450000000000001
4,4,1.,96,0.5074017553474783,0.9550000000000001
4,4,1.,97,0.45680521873160634,0.965
4,4,1.,98,0.40331396724501706,0.975
4,4,1.,99,0.3482956671758571,0.985
4,4,1.,100,0.29328036041915645,0.995
5,4,0.95,1,0.6461100753304132,0.005
5,4,0.95,2,0.6475385422736459,0.015
5,4,0.95,3,0.6438741789506046,0.025
5,4,0.95,4,0.6353071327187058,0.034999999999999996
5,4,0.95,5,0.6221854299729583,0.045
5,4,0.95,6,0.6049766893480458,0.055
5,4,0.95,7,0.5842279745670829,0.065
5,4,0.95,8,0.5605280009534139,0.07500000000000001
5,4,0.95,9,0.5344745003286572,0.085
5,4,0.95,10,0.5066481616489639,0.095
5,4,0.95,11,0.4775934434770068,0.10500000000000001
5,4,0.95,12,0.44780578776878843,0.115
5,4,0.95,13,0.4177243321428432,0.125
5,4,0.95,14,0.3877290456452719,0.135
5,4,0.95,15,0.35814121515840314,0.14500000000000002
5,4,0.95,16,0.32922631194611973,0.155
5,4,0.95,17,0.30119841641475603,0.165
5,4,0.95,18,0.27422553941982364,0.17500000000000002
5,4,0.95,19,0.2484353307388063,0.185
5,4,0.95,20,0.22392080005026063,0.195
5,4,0.95,21,0.20074578934892617,0.20500000000000002
5,4,0.95,22,0.1789500279718055,0.215
5,4,0.95,23,0.15855367380348714,0.225
5,4,0.95,24,0.1395612990462355,0.23500000000000001
5,4,0.95,25,0.12196531874356394,0.245
5,4,0.95,26,0.1057488876140869,0.255
5,4,0.95,27,0.0908883081295729,0.265
5,4,0.95,28,0.07735500237825864,0.275
5,4,0.95,29,0.06511710404000619,0.28500000000000003
5,4,0.95,30,0.054140726418484754,0.295
5,4,0.95,31,0.04439095928874018,0.305
5,4,0.95,32,0.03583264241090439,0.315
5,4,0.95,33,0.028430957767039133,0.325
5,4,0.95,34,0.022151876515303922,0.335
5,4,0.95,35,0.016962490757608938,0.34500000000000003
5,4,0.95,36,0.012831254767609834,0.35500000000000004
5,4,0.95,37,0.009728155490167503,0.365
5,4,0.95,38,0.007624827974494295,0.375
5,4,0.95,39,0.006494627946592356,0.385
5,4,0.95,40,0.006312670920192948,0.395
5,4,0.95,41,0.007055845016491242,0.405
5,4,0.95,42,0.008702802921897011,0.41500000000000004
5,4,0.95,43,0.0112339370641651,0.425
5,4,0.95,44,0.014631341037340505,0.435
5,4,0.95,45,0.01887875947003331,0.445
5,4,0.95,46,0.023961527837006676,0.455
5,4,0.95,47,0.02986650310277102,0.465
5,4,0.95,48,0.036581985514770474,0.47500000000000003
5,4,0.95,49,0.044097631304202245,0.485
5,4,0.95,50,0.05240435548871244,0.495
5,4,0.95,51,0.06149422339772758,0.505
5,4,0.95,52,0.07136032896006102,0.515
5,4,0.95,53,0.08199665721101342,0.525
5,4,0.95,54,0.09339792789988509,0.535
5,4,0.95,55,0.10555941651405687,0.545
5,4,0.95,56,0.11847674848337103,0.555
5,4,0.95,57,0.13214566178254247,0.5650000000000001
5,4,0.95,58,0.14656173259588604,0.5750000000000001
5,4,0.95,59,0.16172005812563,0.585
5,4,0.95,60,0.1776148899830734,0.595
5,4,0.95,61,0.1942392108663423,0.605
5,4,0.95,62,0.211584246363913,0.615
5,4,0.95,63,0.22963890269828807,0.625
5,4,0.95,64,0.24838912002037447,0.635
5,4,0.95,65,0.2678171294853311,0.645
5,4,0.95,66,0.28790060082221647,0.655
5,4,0.95,67,0.30861166553845576,0.665
5,4,0.95,68,0.32991579942694244,0.675
5,4,0.95,69,0.35177054690312415,0.685
5,4,0.95,70,0.37412406922978925,0.6950000000000001
5,4,0.95,71,0.3969134993499543,0.7050000000000001
5,4,0.95,72,0.42006308844671275,0.715
5,4,0.95,73,0.443482134242764,0.725
5,4,0.95,74,0.4670626893640033,0.735
5,4,0.95,75,0.4906770608989382,0.745
5,4,0.95,76,0.5141751307942998,0.755
5,4,0.95,77,0.5373815522112564,0.765
5,4,0.95,78,0.5600929106673795,0.775
5,4,0.95,79,0.582074981757397,0.785
5,4,0.95,80,0.603060270112442,0.795
5,4,0.95,81,0.6227460769264203,0.805
5,4,0.95,82,0.6407934146270867,0.8150000000000001
5,4,0.95,83,0.6568271642677231,0.8250000000000001
5,4,0.95,84,0.6704379489662978,0.8350000000000001
5,4,0.95,85,0.6811862674531066,0.845
5,4,0.95,86,0.6886094843363602,0.855
5,4,0.95,87,0.6922322928907205,0.865
5,4,0.95,88,0.6915812323490488,0.875
5,4,0.95,89,0.6862037304146942,0.885
5,4,0.95,90,0.6756919241867667,0.895
5,4,0.95,91,0.659711157333961,0.905
5,4,0.95,92,0.6380325281319208,0.915
5,4,0.95,93,0.6105681522859194,0.925
5,4,0.95,94,0.5774069128369995,0.935
5,4,0.95,95,0.5388474532993899,0.9450000000000001
5,4,0.95,96,0.49542416475860146,0.9550000000000001
5,4,0.95,97,0.4479211611406315,0.965
5,4,0.95,98,0.3973690691690175,0.975
5,4,0.95,99,0.3450202687595724,0.985
5,4,0.95,100,0.29230031556764546,0.995
6,4,0.7,1,0.634235795209163,0.005
6,4,0.7,2,0.6152205240421661,0.015
6,4,0.7,3,0.5949060104400613,0.025
6,4,0.7,4,0.5729774347034032,0.034999999999999996
6,4,0.7,5,0.549424615260797,0.045
6,4,0.7,6,0.5244223485371242,0.055
6,4,0.7,7,0.49824517897287135,0.065
6,4,0.7,8,0.47120924266200526,0.07500000000000001
6,4,0.7,9,0.44363525310519847,0.085
6,4,0.7,10,0.41582710895456243,0.095
6,4,0.7,11,0.3880611823945902,0.10500000000000001
6,4,0.7,12,0.3605822620484832,0.115
6,4,0.7,13,0.33360319450193354,0.125
6,4,0.7,14,0.3073062800091881,0.135
6,4,0.7,15,0.2818452967989414,0.14500000000000002
6,4,0.7,16,0.2573476095958452,0.155
6,4,0.7,17,0.23391617794401567,0.165
6,4,0.7,18,0.21163146575193154,0.17500000000000002
6,4,0.7,19,0.19055332023958027,0.185
6,4,0.7,20,0.17072288587535475,0.195
6,4,0.7,21,0.152164585219692,0.20500000000000002
6,4,0.7,22,0.13488815933816586,0.215
6,4,0.7,23,0.11889072972068367,0.225
6,4,0.7,24,0.10415882688020914,0.23500000000000001
6,4,0.7,25,0.09067032776380626,0.245
6,4,0.7,26,0.07839625154356679,0.255
6,4,0.7,27,0.0673023770237161,0.265
6,4,0.7,28,0.05735066085264622,0.275
6,4,0.7,29,0.04850045095433255,0.28500000000000003
6,4,0.7,30,0.040709502203805766,0.295
6,4,0.7,31,0.03393481049464276,0.305
6,4,0.7,32,0.028133286889048443,0.315
6,4,0.7,33,0.02326229591630617,0.325
6,4,0.7,34,0.0192800819723595,0.335
6,4,0.7,35,0.016146105931569846,0.34500000000000003
6,4,0.7,36,0.013821311225409267,0.35500000000000004
6,4,0.7,37,0.012268335367843494,0.365
6,4,0.7,38,0.011451679659139109,0.375
6,4,0.7,39,0.011337846871698542,0.385
6,4,0.7,40,0.011895454269409654,0.395
6,4,0.7,41,0.013095327381554982,0.405
6,4,0.7,42,0.014910578509072188,0.41500000000000004
6,4,0.7,43,0.017316672900070402,0.425
6,4,0.7,44,0.02029148478413982,0.435
6,4,0.7,45,0.023815344889397887,0.445
6,4,0.7,46,0.027871080582964423,0.455
6,4,0.7,47,0.03244404929691828,0.465
6,4,0.7,48,0.03752216537589783,0.47500000000000003
6,4,0.7,49,0.04309591988323663,0.485
6,4,0.7,50,0.04915839222616485,0.495
6,4,0.7,51,0.05570525172042093,0.505
6,4,0.7,52,0.06273474643432898,0.515
6,4,0.7,53,0.0702476758593994,0.525
6,4,0.7,54,0.07824734317358505,0.535
6,4,0.7,55,0.08673948211128449,0.545
6,4,0.7,56,0.09573215273589021,0.555
6,4,0.7,57,0.10523559971656146,0.5650000000000001
6,4,0.7,58,0.11526206601623572,0.5750000000000001
6,4,0.7,59,0.12582555416377217,0.585
6,4,0.7,60,0.1369415264595039,0.595
6,4,0.7,61,0.1486265344942371,0.605
6,4,0.7,62,0.16089776719240986,0.615
6,4,0.7,63,0.17377250517843104,0.625
6,4,0.7,64,0.1872674675952405,0.635
6,4,0.7,65,0.2013980356041586,0.645
6,4,0.7,66,0.21617733475951395,0.655
6,4,0.7,67,0.23161515646607025,0.665
6,4,0.7,68,0.24771669709591504,0.675
6,4,0.7,69,0.2644810925125219,0.685
6,4,0.7,70,0.28189972633552607,0.6950000000000001
6,4,0.7,71,0.2999542930634654,0.7050000000000001
6,4,0.7,72,0.3186146030906474,0.715
6,4,0.7,73,0.3378361267475042,0.725
6,4,0.7,74,0.35755728979990486,0.735
6,4,0.7,75,0.37769655423418763,0.745
6,4,0.7,76,0.3981493460997717,0.755
6,4,0.7,77,0.41878492644243626,0.765
6,4,0.7,78,0.43944334065690055,0.775
6,4,0.7,79,0.45993262328768203,0.785
6,4,0.7,80,0.48002647528256204,0.795
6,4,0.7,81,0.4994626634868927,0.805
6,4,0.7,82,0.5179424116259177,0.8150000000000001
6,4,0.7,83,0.5351310526871491,0.8250000000000001
6,4,0.7,84,0.5506601916969663,0.8350000000000001
6,4,0.7,85,0.5641315877375195,0.845
6,4,0.7,86,0.5751229144419061,0.855
6,4,0.7,87,0.5831955173430344,0.865
6,4,0.7,88,0.5879042792940733,0.875
6,4,0.7,89,0.5888097575266129,0.885
