"fidelity","eta_opt"
0.2746271238011239,0.01
0.28352201408950317,0.02
0.29248029311551366,0.03
0.30149528946165527,0.04
0.3105602749994377,0.05
0.31966847301793855,0.060000000000000005
0.32881306635446717,0.06999999999999999
0.3379872055228557,0.08
0.34718401683410594,0.09
0.3563966105033919,0.09999999999999999
0.3656180887367659,0.11
0.37484155379029005,0.12
0.38406011599378187,0.13
0.3932669017308628,0.14
0.4024550613665603,0.15000000000000002
0.4116177771133374,0.16
0.42074827082608945,0.17
0.4298398117163642,0.18000000000000002
0.43888572397583664,0.19
0.4478793942988752,0.2
0.45681427929390606,0.21000000000000002
0.4656839127731716,0.22
0.4744819129104331,0.23
0.4832019892561398,0.24000000000000002
0.49183794959961025,0.25
0.5003837066678252,0.26
0.5088332846505145,0.27
0.5171808255413447,0.28
0.5254205952851573,0.29000000000000004
0.5335469897213905,0.3
0.5415545403140144,0.31
0.5494379196585489,0.32
0.5571919467569789,0.33
0.5648115920516549,0.34
0.5722919822095803,0.35000000000000003
0.5796284046487784,0.36000000000000004
0.5868163117987877,0.37
0.5938513250876756,0.38
0.6007292386483248,0.39
0.6074460227371378,0.4
0.6139978268586838,0.41000000000000003
0.6203809825902263,0.42000000000000004
0.6265920061004813,0.43
0.6326276003573679,0.44
0.6384846570199545,0.45
0.6441602580102144,0.46
0.6496516767606515,0.47000000000000003
0.6549563791342791,0.48000000000000004
0.6600720240138553,0.49
0.6649964635577063,0.5
0.6697277431198696,0.51
0.6742641008326726,0.52
0.6786039668502565,0.53
0.6827459622518648,0.54
0.6866888976040673,0.55
0.6904317711813305,0.56
0.6939737668445896,0.5700000000000001
0.6973142515776437,0.5800000000000001
0.7004527726812753,0.59
0.703389054625032,0.6
0.7061229955565099,0.61
0.708654663467773,0.62
0.7109842920182192,0.63
0.7131122760126754,0.64
0.7150391665328414,0.65
0.7167656657192403,0.66
0.7182926211996805,0.67
0.7196210201587047,0.68
0.720751983040627,0.6900000000000001
0.7216867568764482,0.7000000000000001
0.722426708222073,0.7100000000000001
0.7229733156918016,0.72
0.7233281620668388,0.73
0.7234929259534677,0.74
0.7234693729593638,0.75
0.7232593463490873,0.76
0.722864757130807,0.77
0.7222875735155166,0.78
0.7215298096769667,0.79
0.7205935137248757,0.8
0.7194807547851304,0.81
0.7181936090580331,0.8200000000000001
0.7167341446984665,0.8300000000000001
0.7151044053292603,0.8400000000000001
0.7133063919600947,0.85
0.7113420430378137,0.86
0.7092132122988427,0.87
0.7069216440290701,0.88
0.7044689452596717,0.89
0.7018565543373417,0.9
0.6990857052028175,0.91
0.6961573865910993,0.92
0.6930722952293217,0.93
0.6898307819534725,0.9400000000000001
0.6864327894934321,0.9500000000000001
0.682877780489063,0.9600000000000001
0.6791646541021066,0.97
0.6752916493860822,0.98
0.6712562333799718,0.99
