"fidelity","eta_opt"
0.2753083136459877,0.01
0.2849590243161021,0.02
0.2947490889086979,0.03
0.3046729712589819,0.04
0.31472487588679077,0.05
0.3248987533618783,0.060000000000000005
0.3351883061043891,0.06999999999999999
0.3455869946031062,0.08
0.35608804403314503,0.09
0.36668445125397503,0.09999999999999999
0.37736899216794656,0.11
0.38813422941892445,0.12
0.39897252041015624,0.13
0.40987602562013287,0.14
0.4208367171949502,0.15000000000000002
0.43184638779552154,0.16
0.44289665967794317,0.17
0.4539789939853671,0.18000000000000002
0.4650847002298776,0.19
0.4762049459431022,0.2
0.4873307664746194,0.21000000000000002
0.49845307491761764,0.22
0.5095626721417511,0.23
0.5206502569136837,0.24000000000000002
0.5317064360864269,0.25
0.542721734839266,0.26
0.5536866069507748,0.27
0.5645914450882207,0.28
0.5754265910974597,0.29000000000000004
0.5861823462782861,0.3
0.5968489816310774,0.31
0.607416748061486,0.32
0.617875886530852,0.33
0.6282166381409512,0.34
0.6384292541426395,0.35000000000000003
0.6485040058588997,0.36000000000000004
0.6584311945137594,0.37
0.6682011609594702,0.38
0.6778042952952914,0.39
0.6872310463721337,0.4
0.6964719311782158,0.41000000000000003
0.7055175441017845,0.42000000000000004
0.7143585660677929,0.43
0.722985773546276,0.44
0.7313900474309695,0.45
0.7395623817874935,0.46
0.7474938924711598,0.47000000000000003
0.7551758256151979,0.48000000000000004
0.7625995659908366,0.49
0.769756645241362,0.5
0.7766387499928387,0.51
0.7832377298447866,0.52
0.7895456052446047,0.53
0.7955545752500547,0.54
0.8012570251845511,0.55
0.8066455341904404,0.56
0.8117128826858109,0.5700000000000001
0.8164520597307431,0.5800000000000001
0.8208562703091855,0.59
0.8249189425329397,0.6
0.8286337347744451,0.61
0.8319945427352727,0.62
0.8349955064573915,0.63
0.8376310172844249,0.64
0.8398957247801988,0.65
0.8417845436120044,0.66
0.8432926604060531,0.67
0.8444155405826557,0.68
0.8451489351787432,0.6900000000000001
0.8454888876654025,0.7000000000000001
0.845431740768195,0.7100000000000001
0.8449741432981855,0.72
0.8441130570017968,0.73
0.842845763437909,0.74
0.8411698708910672,0.75
0.8390833213302282,0.76
0.8365843974233186,0.77
0.8336717296189383,0.78
0.8303443033080069,0.79
0.826601466079966,0.8
0.8224429350905618,0.81
0.8178688045611773,0.8200000000000001
0.8128795534334263,0.8300000000000001
0.8074760532072861,0.8400000000000001
0.8016595759965935,0.85
0.7954318028424514,0.86
0.7887948323330364,0.87
0.7817511895877056,0.88
0.7743038356742143,0.89
0.766456177540428,0.9
0.7582120785561955,0.91
0.7495758697770217,0.92
0.7405523620588048,0.93
0.7311468591719343,0.9400000000000001
0.7213651720832409,0.9500000000000001
0.7112136345949737,0.9600000000000001
0.7006991205505777,0.97
0.6898290628363337,0.98
0.6786114744246435,0.99
