"curve_id","n_det","tau","point_id","fidelity","max_success_probability"
4,4,1.,40,0.2852111061247959,0.13348199201550043
4,4,1.,41,0.29238787575779557,0.13348199201550043
4,4,1.,42,0.29956464539079525,0.13348199201550043
4,4,1.,43,0.3067414150237949,0.13348199201550043
4,4,1.,44,0.3139181846567946,0.13348199201550043
4,4,1.,45,0.32109495428979434,0.13332000880271827
4,4,1.,46,0.328271723922794,0.13228271001458095
4,4,1.,47,0.3354484935557937,0.13127194216686067
4,4,1.,48,0.3426252631887934,0.13028703176654724
4,4,1.,49,0.34980203282179306,0.1293273256202877
4,4,1.,50,0.3569788024547928,0.1283921901471726
4,4,1.,51,0.3641555720877925,0.12748101071496296
4,4,1.,52,0.37133234172079216,0.12659319099900992
4,4,1.,53,0.37850911135379184,0.12572815236314
4,4,1.,54,0.3856858809867916,0.12488533326180107
4,4,1.,55,0.39286265061979125,0.12406418866278277
4,4,1.,56,0.40003942025279093,0.12326418948984778
4,4,1.,57,0.4072161898857906,0.12248482208462619
4,4,1.,58,0.4143929595187903,0.12166800497013698
4,4,1.,59,0.42156972915179003,0.12092991099131456
4,4,1.,60,0.4287464987847897,0.12021095958146227
4,4,1.,61,0.4359232684177894,0.11945758943872944
4,4,1.,62,0.44310003805078907,0.11877695352319943
4,4,1.,63,0.4502768076837888,0.11806383358633717
4,4,1.,64,0.4574535773167885,0.11741965973651959
4,4,1.,65,0.46463034694978816,0.11674485223445406
4,4,1.,66,0.47180711658278784,0.11608918438646415
4,4,1.,67,0.4789838862157875,0.11545217963404554
4,4,1.,68,0.48616065584878726,0.11478985971218876
4,4,1.,69,0.49333742548178694,0.11419005844116309
4,4,1.,70,0.5005141951147867,0.1136075424393448
4,4,1.,71,0.5076909647477864,0.11300211999112998
4,4,1.,72,0.514867734380786,0.11241555180308575
4,4,1.,73,0.5220445040137858,0.11184734936559286
4,4,1.,74,0.5292212736467854,0.1112970390091257
4,4,1.,75,0.5363980432797851,0.11072924501005996
4,4,1.,76,0.5435748129127849,0.11018074543256573
4,4,1.,77,0.5507515825457845,0.10965101708642198
4,4,1.,78,0.5579283521787842,0.10913955321301193
4,4,1.,79,0.565105121811784,0.10861558639026277
4,4,1.,80,0.5722818914447836,0.10811111421820713
4,4,1.,81,0.5794586610777833,0.10762558509035507
4,4,1.,82,0.586635430710783,0.10713154971743982
4,4,1.,83,0.5938122003437827,0.10665754041323981
4,4,1.,84,0.6009889699767824,0.10617826889785965
4,4,1.,85,0.608165739609782,0.10571997777864843
4,4,1.,86,0.6153425092427818,0.10525951818251732
4,4,1.,87,0.6225192788757814,0.10479948143702725
4,4,1.,88,0.6296960485087811,0.10436266053535266
4,4,1.,89,0.6368728181417809,0.10392908424971907
4,4,1.,90,0.6440495877747805,0.10350117994016897
4,4,1.,91,0.6512263574077802,0.10306439646118036
4,4,1.,92,0.6584031270407799,0.10265598071780307
4,4,1.,93,0.6655798966737796,0.10224545764024967
4,4,1.,94,0.6727566663067793,0.10183837250044235
4,4,1.,95,0.679933435939779,0.10144020771650995
4,4,1.,96,0.6871102055727787,0.1010453054456436
4,4,1.,97,0.6942869752057783,0.10065290681217245
4,4,1.,98,0.701463744838778,0.10025922697251753
4,4,1.,99,0.7086405144717778,0.09987209998084147
4,4,1.,100,0.7158172841047774,0.09948280294075593
4,4,1.,101,0.7229940537377771,0.0990041749185648
5,4,0.95,1,0.006327699791820174,0.12556542819771005
5,4,0.95,2,0.013174132978798464,0.12556542819771005
5,4,0.95,3,0.020020566165776757,0.12556542819771005
