"curve_id","n_det","tau","fidelity","p_opt"
1,2,1.,0.26778292283307764,0.13099239977649244
1,2,1.,0.2718866226081362,0.12984952907191682
1,2,1.,0.27599032238319465,0.12909937735849517
1,2,1.,0.2800940221582532,0.12835830034447449
1,2,1.,0.28419772193331166,0.12762601969842352
1,2,1.,0.2883014217083702,0.12690226464669851
1,2,1.,0.2924051214834287,0.12618677175072818
1,2,1.,0.2965088212584872,0.12547928469118527
1,2,1.,0.3006125210335457,0.12477955405882528
1,2,1.,0.3047162208086042,0.12408733715177715
1,2,1.,0.3088199205836627,0.12340239777908069
1,2,1.,0.31292362035872123,0.12272450607027086
1,2,1.,0.3170273201337797,0.12205343829081684
1,2,1.,0.32113101990883824,0.1213889766632295
1,2,1.,0.3252347196838967,0.12073090919365832
1,2,1.,0.32933841945895526,0.1200790295038034
1,2,1.,0.3334421192340138,0.11943313666797613
1,2,1.,0.33754581900907227,0.11879303505514531
1,2,1.,0.34164951878413075,0.11815853417581328
1,2,1.,0.3457532185591893,0.11752944853356996
1,2,1.,0.3498569183342478,0.11659557976544106
1,2,1.,0.3539606181093063,0.11597925214952703
1,2,1.,0.3580643178843648,0.1153677278153385
1,2,1.,0.3621680176594233,0.11476084201661121
1,2,1.,0.36627171743448184,0.11415843426105671
1,2,1.,0.3703754172095403,0.11356034818897716
1,2,1.,0.37447911698459885,0.11296643145557507
1,2,1.,0.3785828167596573,0.11237653561684519
1,2,1.,0.38268651653471586,0.11179051601893926
1,2,1.,0.3867902163097744,0.1112082316908984
1,2,1.,0.39089391608483287,0.11062954524064995
1,2,1.,0.39499761585989135,0.11005432275417086
1,2,1.,0.3991013156349499,0.10919769931487622
1,2,1.,0.4032050154100084,0.10863057281453174
1,2,1.,0.4073087151850669,0.10806646758366172
1,2,1.,0.41141241496012537,0.10750526419182287
1,2,1.,0.4155161147351839,0.10694684618450893
1,2,1.,0.41961981451024244,0.10639110000070535
1,2,1.,0.4237235142853009,0.10583791489296733
1,2,1.,0.4278272140603594,0.10501270370378318
1,2,1.,0.43193091383541793,0.10446545453753961
1,2,1.,0.43603461361047646,0.10392039989092168
1,2,1.,0.440138313385535,0.10337744075253286
1,2,1.,0.4442420131605935,0.10283648052689179
1,2,1.,0.44834571293565195,0.1020285826165403
1,2,1.,0.4524494127107105,0.10149221233894763
1,2,1.,0.456553112485769,0.10095752099176233
1,2,1.,0.4606568122608275,0.10042442207275167
1,2,1.,0.464760512035886,0.09962757538224057
1,2,1.,0.4688642118109445,0.09909809261158097
1,2,1.,0.47296791158600304,0.09856991554756361
1,2,1.,0.4770716113610615,0.09777992900502616
1,2,1.,0.48117531113612,0.09725468093150642
1,2,1.,0.48527901091117853,0.09673047510287079
1,2,1.,0.48938271068623707,0.09594596508452373
1,2,1.,0.49348641046129554,0.09542405665654348
1,2,1.,0.4975901102363541,0.0946426735176764
1,2,1.,0.5016938100114126,0.0941226427194886
1,2,1.,0.5057975097864711,0.09334377532611798
1,2,1.,0.5099012095615296,0.09282522673305182
1,2,1.,0.5140049093365882,0.09204829937004334
1,2,1.,0.5181086091116466,0.09153086046541521
1,2,1.,0.5222123088867051,0.0907553307710035
1,2,1.,0.5263160086617635,0.09023865062859295
1,2,1.,0.5304197084368221,0.08946400770441632
1,2,1.,0.5345234082118806,0.0886896640494704
1,2,1.,0.5386271079869391,0.08817351847079617
1,2,1.,0.5427308077619977,0.08739930534625148
1,2,1.,0.5468345075370562,0.08662495919584948
1,2,1.,0.5509382073121147,0.08585032846562812
1,2,1.,0.5550419070871732,0.08507526710010244
1,2,1.,0.5591456068622317,0.08429963439007021
1,2,1.,0.5632493066372901,0.08352329483044273
1,2,1.,0.5673530064123486,0.08274611798782486
1,2,1.,0.5714567061874072,0.08196797837758756
1,2,1.,0.5755604059624657,0.08118875535019408
1,2,1.,0.5796641057375242,0.08040833298655904
1,2,1.,0.5837678055125828,0.07962660000223568
1,2,1.,0.5878715052876412,0.07858206677455415
1,2,1.,0.5919752050626997,0.07779686830052941
1,2,1.,0.5960789048377582,0.07674735561139719
1,2,1.,0.6001826046128167,0.0759581665854925
1,2,1.,0.6042863043878752,0.07490301089039114
1,2,1.,0.6083900041629338,0.07384436035851935
1,2,1.,0.6124937039379923,0.07278203493170354
1,2,1.,0.6165974037130508,0.0717158676322299
1,2,1.,0.6207011034881094,0.07064570451413223
1,2,1.,0.6248048032631678,0.06957140465695433
1,2,1.,0.6289085030382263,0.06822251901072904
1,2,1.,0.6330122028132847,0.06686675007216376
1,2,1.,0.6371159025883433,0.0655039094954694
1,2,1.,0.6412196023634018,0.06413384195678916
1,2,1.,0.6453233021384603,0.06248005254759363
1,2,1.,0.6494270019135189,0.06081553893220109
1,2,1.,0.6535307016885774,0.05914023144681441
1,2,1.,0.6576344014636358,0.05717207890926993
1,2,1.,0.6617381012386944,0.054620294951306235
1,2,1.,0.6658418010137529,0.052045234122550674
1,2,1.,0.6699455007888113,0.04886811188883102
1,2,1.,0.6740492005638699,0.044488657795673424
1,2,1.,0.6781529003389284,0.03265212146721225
2,2,0.95,0.2677009878212067,0.12203351821224644
2,2,0.95,0.2716928509960971,0.12108809505369857
2,2,0.95,0.2756847141709875,0.12046499986695447
2,2,0.95,0.27967657734587786,0.1198474478991774
2,2,0.95,0.28366844052076823,0.11923526732330549
2,2,0.95,0.2876603036956586,0.11862829063443976
2,2,0.95,0.291652166870549,0.118026354530174
2,2,0.95,0.2956440300454394,0.11742929979443888
2,2,0.95,0.29963589322032974,0.11683697118475303
2,2,0.95,0.3036277563952201,0.1162492173227801
2,2,0.95,0.3076196195701105,0.11566589058809026
2,2,0.95,0.3116114827450009,0.11508684701503284
2,2,0.95,0.31560334591989125,0.1142260063824872
2,2,0.95,0.3195952090947817,0.11365706395283491
2,2,0.95,0.32358707226967204,0.11309192816724845
2,2,0.95,0.3275789354445624,0.11253047030919443
2,2,0.95,0.33157079861945277,0.11197256480130267
2,2,0.95,0.33556266179434313,0.11141808912031975
2,2,0.95,0.33955452496923355,0.11086692371454494
2,2,0.95,0.3435463881441239,0.1103189519236762
2,2,0.95,0.3475382513190143,0.10977405990099726
2,2,0.95,0.3515301144939047,0.1092321365378359
2,2,0.95,0.35552197766879506,0.10869307339022935
2,2,0.95,0.35951384084368543,0.10815676460773263
2,2,0.95,0.36350570401857585,0.10735724051657812
2,2,0.95,0.3674975671934662,0.1068273709529661
2,2,0.95,0.3714894303683566,0.10629990472216568
2,2,0.95,0.37548129354324694,0.10577474681799562
2,2,0.95,0.3794731567181373,0.10525180447188963
2,2,0.95,0.3834650198930277,0.10473098709421896
2,2,0.95,0.3874568830679181,0.10421220621734138
2,2,0.95,0.39144874624280845,0.10369537544032935
2,2,0.95,0.3954406094176989,0.10292360165123907
2,2,0.95,0.39943247259258924,0.10241128120291595
2,2,0.95,0.4034243357674796,0.1019006239663633
2,2,0.95,0.40741619894237,0.10139155219959535
2,2,0.95,0.41140806211726033,0.10088398995134132
2,2,0.95,0.41539992529215075,0.10037786301561319
2,2,0.95,0.4193917884670411,0.09962120567344604
2,2,0.95,0.4233836516419315,0.09911835342718985
2,2,0.95,0.4273755148168219,0.09861668989224548
2,2,0.95,0.43136737799171226,0.09811614818989564
2,2,0.95,0.43535924116660263,0.09736729650386457
2,2,0.95,0.43935110434149305,0.0968692766647054
2,2,0.95,0.44334296751638336,0.09637215630218826
2,2,0.95,0.4473348306912738,0.09587587508692826
2,2,0.95,0.45132669386616414,0.09513289803432977
2,2,0.95,0.4553185570410545,0.09463845959416085
2,2,0.95,0.4593104202159449,0.09414465965180889
2,2,0.95,0.4633022833908353,0.09340503813600289
2,2,0.95,0.46729414656572565,0.09291259886426455
2,2,0.95,0.4712860097406161,0.09242061278723837
2,2,0.95,0.47527787291550644,0.09168337370255193
2,2,0.95,0.4792697360903968,0.09119230303892105
2,2,0.95,0.4832615992652872,0.09045621133648277
2,2,0.95,0.48725346244017753,0.08996575904431729
2,2,0.95,0.49124532561506795,0.08923038165224222
2,2,0.95,0.4952371887899583,0.08874026713953678
2,2,0.95,0.4992290519648487,0.08800519501813042
2,2,0.95,0.5032209151397391,0.08751515330366359
2,2,0.95,0.5072127783146294,0.08678000024307629
2,2,0.95,0.5112046414895198,0.08604462232279027
2,2,0.95,0.5151965046644102,0.08555418271782689
2,2,0.95,0.5191883678393006,0.0848181507170375
2,2,0.95,0.523180231014191,0.08408156578729398
2,2,0.95,0.5271720941890814,0.08359014493202335
2,2,0.95,0.5311639573639717,0.08285238451911604
2,2,0.95,0.5351558205388621,0.08211377310817405
2,2,0.95,0.5391476837137525,0.0813742062773706
2,2,0.95,0.5431395468886429,0.08063358348293416
2,2,0.95,0.5471314100635333,0.07989180798284874
2,2,0.95,0.5511232732384237,0.07914878676697991
2,2,0.95,0.555115136413314,0.07840443049350077
2,2,0.95,0.5591069995882043,0.07765865343150395
2,2,0.95,0.5630988627630948,0.07691137340969374
2,2,0.95,0.5670907259379852,0.07616251177106409
2,2,0.95,0.5710825891128755,0.07516143984518157
2,2,0.95,0.5750744522877659,0.0744086013360905
2,2,0.95,0.5790663154626563,0.07340197614916245
2,2,0.95,0.5830581786375466,0.07264479489037469
2,2,0.95,0.587050041812437,0.07163215727609602
2,2,0.95,0.5910419049873274,0.07087031030085063
2,2,0.95,0.5950337681622178,0.06985125810687967
2,2,0.95,0.5990256313371082,0.06882838179795038
2,2,0.95,0.6030174945119986,0.06780157934720768
2,2,0.95,0.6070093576868889,0.06651241715999476
2,2,0.95,0.6110012208617793,0.06547646383658762
2,2,0.95,0.6149930840366697,0.06417563354037205
2,2,0.95,0.61898494721156,0.06286816342480847
2,2,0.95,0.6229768103864505,0.06155397647744433
2,2,0.95,0.6269686735613409,0.060233024662503534
2,2,0.95,0.6309605367362312,0.05863892950213975
2,2,0.95,0.6349523999111215,0.05703509622864512
2,2,0.95,0.638944263086012,0.055421619859146946
2,2,0.95,0.6429361262609024,0.05325561470664415
2,2,0.95,0.6469279894357927,0.05107337030371033
2,2,0.95,0.6509198526106832,0.04860000969925878
2,2,0.95,0.6549117157855735,0.04555300830890428
2,2,0.95,0.6589035789604638,0.041362534571177716
2,2,0.95,0.6628954421353542,0.034888962987931475
2,2,0.95,0.6668873053102446,2.4579533597252977e-6
3,2,0.7,0.2676354122314447,0.082344894842969
3,2,0.7,0.27161971987032285,0.08182362198834547
3,2,0.7,0.275604027509201,0.0814773816551502
3,2,0.7,0.27958833514807907,0.08113208932484046
3,2,0.7,0.2835726427869572,0.08078768580458599
3,2,0.7,0.28755695042583534,0.08044411398495428
3,2,0.7,0.2915412580647135,0.07993019566854193
3,2,0.7,0.29552556570359156,0.07958846617326167
3,2,0.7,0.2995098733424697,0.07924738372601668
3,2,0.7,0.30349418098134784,0.07890689960791894
3,2,0.7,0.307478488620226,0.07856696676605102
3,2,0.7,0.31146279625910406,0.07822753974801125
3,2,0.7,0.3154471038979822,0.07771925198345807
3,2,0.7,0.31943141153686033,0.07738090061673357
3,2,0.7,0.32341571917573847,0.07704290771526011
3,2,0.7,0.32740002681461655,0.07670523429290975
3,2,0.7,0.3313843344534947,0.0763678426520611
3,2,0.7,0.3353686420923728,0.0758622041065463
3,2,0.7,0.33935294973125096,0.07552536001253707
3,2,0.7,0.3433372573701291,0.07518867521816723
3,2,0.7,0.3473215650090072,0.07485211724886605
3,2,0.7,0.3513058726478853,0.07434744961531947
3,2,0.7,0.35529018028676346,0.07401107339474684
3,2,0.7,0.35927448792564154,0.07367471831876651
3,2,0.7,0.3632587955645197,0.07333835632406566
3,2,0.7,0.3672431032033978,0.07283374114271164
3,2,0.7,0.37122741084227595,0.07249724480987305
3,2,0.7,0.3752117184811541,0.07216065011006961
3,2,0.7,0.3791960261200322,0.07165552064222647
3,2,0.7,0.3831803337589103,0.07131857529685107
3,2,0.7,0.38716464139778844,0.07098144973701662
