"fidelity","eta_opt"
0.27605333810021854,0.01
0.2864948646855514,0.02
0.297121580145664,0.03
0.3079278631935609,0.04
0.31890770242568095,0.05
0.3300546999208059,0.060000000000000005
0.34136207570039345,0.06999999999999999
0.35282267303564957,0.08
0.36442896458357327,0.09
0.3761730593312866,0.09999999999999999
0.38804671032522453,0.11
0.4000413231592097,0.12
0.41214796519310487,0.13
0.424357375471613,0.14
0.4366599753109138,0.15000000000000002
0.44904587951917285,0.16
0.4615049082155509,0.17
0.4740265992111862,0.18000000000000002
0.4866002209146972,0.19
0.4992147857240906,0.2
0.5118590638665257,0.21000000000000002
0.5245215976471932,0.22
0.5371907160686002,0.23
0.5498545497818114,0.24000000000000002
0.5625010463316564,0.25
0.5751179856585784,0.26
0.5876929958206485,0.27
0.6002135689002885,0.28
0.6126670770614174,0.29000000000000004
0.62504078872407,0.3
0.6373218848249609,0.31
0.6494974751340479,0.32
0.6615546145987786,0.33
0.6734803196894517,0.34
0.6852615847209071,0.35000000000000003
0.6968853981276083,0.36000000000000004
0.7083387586710579,0.37
0.7196086915603667,0.38
0.730682264468719,0.39
0.7415466034303471,0.4
0.7521889086045114,0.41000000000000003
0.7625964698948182,0.42000000000000004
0.7727566824139988,0.43
0.782657061786032,0.44
0.7922852592791555,0.45
0.8016290767649528,0.46
0.8106764815002095,0.47000000000000003
0.8194156207297317,0.48000000000000004
0.8278348361096454,0.49
0.8359226779520115,0.5
0.843667919292759,0.51
0.8510595697860239,0.52
0.8580868894289798,0.53
0.8647394021221214,0.54
0.8710069090707535,0.55
0.8768795020341132,0.56
0.8823475764291396,0.5700000000000001
0.8874018442963765,0.5800000000000001
0.8920333471358785,0.59
0.8962334686212708,0.6
0.8999939472002938,0.61
0.903306888590263,0.62
0.9061647781768745,0.63
0.9085604933247148,0.64
0.9104873156076567,0.65
0.9119389429671154,0.66
0.9129095018058248,0.67
0.9133935590244544,0.68
0.9133861340079886,0.6900000000000001
0.9128827105683804,0.7000000000000001
0.9118792488495613,0.7100000000000001
0.9103721972004704,0.72
0.9083585040214335,0.73
0.9058356295889043,0.74
0.9028015578634533,0.75
0.8992548082859113,0.76
0.8951944475668432,0.77
0.8906201014751205,0.78
0.8855319666323835,0.79
0.8799308223216914,0.8
0.8738180423208305,0.81
0.8671956067736666,0.8200000000000001
0.8600661141167916,0.8300000000000001
0.8524327930835925,0.8400000000000001
0.8442995148140341,0.85
0.8356708051059264,0.86
0.8265518568524917,0.87
0.8169485427216658,0.88
0.8068674281448758,0.89
0.7963157846969745,0.9
0.7853016039644513,0.91
0.773833612015682,0.92
0.761921284604341,0.93
0.7495748632544326,0.9400000000000001
0.7368053723916548,0.9500000000000001
0.7236246376995608,0.9600000000000001
0.7100453058883347,0.97
0.696080866066605,0.98
0.6817456728996485,0.99
