"fidelity","eta_opt"
0.6625840259669457,0.005
0.6965422662091386,0.015
0.7236471205860399,0.025
0.7427779501216447,0.034999999999999996
0.7532535386826609,0.045
0.7548874869892651,0.055
0.7479749451316622,0.065
0.7332192175055243,0.07500000000000001
0.7116194083950462,0.085
0.6843447822035359,0.095
0.6526181959177574,0.10500000000000001
0.6176230187925311,0.115
0.5804392034300774,0.125
0.5420072974802151,0.135
0.5031151950496976,0.14500000000000002
0.4644010486936971,0.155
0.4263661396623362,0.165
0.38939274698913945,0.17500000000000002
0.35376351327063504,0.185
0.31968010903515454,0.195
0.28728000246789565,0.20500000000000002
0.25665083500995967,0.215
0.22784233665664283,0.225
0.20087595592774146,0.23500000000000001
0.1757524915711034,0.245
0.15245804556527712,0.255
0.1309686049152532,0.265
0.11125352597734575,0.275
0.0932781535199209,0.28500000000000003
0.0770057652171063,0.295
0.06239899466214113,0.305
0.04942085380737424,0.315
0.03803544920889474,0.325
0.028208465132404905,0.335
0.019907469743197674,0.34500000000000003
0.013102087475233825,0.35500000000000004
0.007764070518912725,0.365
0.003867294547137457,0.375
0.0013876977872014995,0.385
0.00030317791927944696,0.395
0.0005934577102997795,0.405
0.002239927520610127,0.41500000000000004
0.005225470657234342,0.425
0.009534275846371612,0.435
0.015151639749822265,0.445
0.022063761372676027,0.455
0.030257529339609252,0.465
0.039720302304981456,0.47500000000000003
0.050439682167624955,0.485
0.06240327925141633,0.495
0.07559846815862098,0.505
0.09001213257912649,0.515
0.10563039692210209,0.525
0.12243834220662204,0.535
0.140419703185709,0.545
0.15955654316746765,0.555
0.17982890242284202,0.5650000000000001
0.20121441541917448,0.5750000000000001
0.22368789138069858,0.585
0.24722085184056206,0.595
0.27178101790285786,0.605
0.2973317388646856,0.615
0.3238313526415664,0.625
0.3512324670739938,0.635
0.3794811496420314,0.645
0.40851601134618915,0.655
0.43826716848969277,0.665
0.46865506378443567,0.675
0.4995891255779463,0.685
0.5309662410729904,0.6950000000000001
0.5626690162657046,0.7050000000000001
0.5945637921696292,0.715
0.6264983841440719,0.725
0.6582995095762324,0.735
0.6897698700887913,0.745
0.7206848599820596,0.755
0.7507888860749511,0.765
0.7797913104321421,0.775
0.8073620738046511,0.785
0.8331271338705449,0.795
0.8566639715627894,0.805
0.8774975968256133,0.8150000000000001
0.8950977393000197,0.8250000000000001
0.9088782541920245,0.8350000000000001
0.9182002122179007,0.845
0.92238065220948,0.855
0.9207094835863953,0.865
0.912477381729461,0.875
0.8970174613301756,0.885
0.8737626627211664,0.895
0.842318700348622,0.905
0.8025487547229484,0.915
0.7546608967981124,0.925
0.6992833759556872,0.935
0.637508315879026,0.9450000000000001
0.5708838309605627,0.9550000000000001
0.501340657787779,0.965
0.4310526471175584,0.975
0.3622479345149128,0.985
0.2970030984226643,0.995
