"fidelity","p_opt"
0.267836979587584,0.15788713864258602
0.27429310809494756,0.15562647452957418
0.2807492366023111,0.15396250707697526
0.28720536510967465,0.15232487346428622
0.2936614936170382,0.15071296439971918
0.30011762212440174,0.14912618303899625
0.3065737506317653,0.1475639446512278
0.31302987913912883,0.14602567629423005
0.3194860076464924,0.14451081649897884
0.3259421361538559,0.14301881496290964
0.33239826466121947,0.1415491322517802
0.338854393168583,0.1405814815347723
0.34531052167594656,0.1391478267263183
0.3517666501833101,0.13773510320662716
0.3582227786906737,0.13634280897251094
0.36467890719803725,0.13497045160336082
0.3711350357054008,0.13406638378614985
0.37759116421276434,0.1327261854807449
0.3840472927201279,0.13140465585385913
0.39050342122749143,0.1301013354963857
0.396959549734855,0.12924234848345315
0.4034156782422185,0.1279683788567325
0.40987180674958207,0.1267114341296645
0.4163279352569456,0.12588271684347144
0.42278406376430916,0.12465319631421463
0.4292401922716727,0.12384237278444722
0.43569632077903625,0.12263911849479922
0.44215244928639985,0.12145108217933635
0.4486085777937634,0.12066731570958705
0.45506470630112694,0.11950376223056679
0.4615208348084905,0.11835438120136901
0.46797696331585403,0.11759581288318878
0.4744330918232176,0.11646921146413465
0.4808892203305811,0.11572548492880701
0.48734534883794467,0.1146206368512818
0.4938014773453082,0.11389107732601957
0.5002576058526718,0.11280698420955039
0.5067137343600353,0.11209093510460555
0.5131698628673989,0.11102662524446447
0.5196259913747624,0.10997372958179805
0.5260821198821259,0.10927797457228959
0.5325382483894895,0.10824336005303287
0.538994376896853,0.10755948785984604
0.5454505054042166,0.10654224684633985
0.5519066339115801,0.10586966004908303
0.5583627624189437,0.10486890765074841
0.5648188909263072,0.10420702366362418
0.5712750194336708,0.10322189675918708
0.5777311479410343,0.10224573955891399
0.5841872764483979,0.1015998035011274
0.5906434049557614,0.10063793377374457
0.5970995334631249,0.10000125075134549
0.6035556619704885,0.09905285773101297
0.610011790477852,0.09842489351309365
0.6164679189852156,0.0974891850613989
0.6229240474925792,0.09656071458324415
0.6293801759999427,0.09594561940851769
0.6358363045073063,0.09502860291240203
0.6422924330146698,0.09411809910225606
0.6487485615220334,0.09351458347356435
0.6552046900293969,0.09261434584996023
0.6616608185367605,0.09171992048013326
0.6681169470441239,0.09112673909730315
0.6745730755514876,0.0902414322539413
0.681029204058851,0.08936126057763262
0.6874853325662147,0.08877720965329289
0.6939414610735781,0.08790504660223503
0.7003975895809418,0.08703736363568879
0.7068537180883052,0.08617392052652714
0.7133098465956689,0.08531447992064024
0.7197659751030323,0.0844588072853467
0.726222103610396,0.08389033761706888
0.7326782321177594,0.08304043126196708
0.739134360625123,0.08219368089831443
0.7455904891324865,0.08134986195780634
0.7520466176398501,0.08050875250302178
0.7585027461472137,0.07939110925784221
0.7649588746545772,0.07855547341305276
0.7714150031619408,0.07772182591805224
0.7778711316693043,0.07688995595216847
0.7843272601766679,0.07605965522031295
0.7907833886840314,0.07495467331263768
0.797239517191395,0.07412723825307291
0.8036956456987585,0.07302534665106446
0.810151774206122,0.07219968905541477
0.8166079027134856,0.07109945840230306
0.8230640312208491,0.06999955193994828
0.8295201597282127,0.06889952561239546
0.8359762882355762,0.06779894393346031
0.8424324167429398,0.06669738022429554
0.8488885452503033,0.06559441689774943
0.8553446737576669,0.06421312364853363
0.8618008022650304,0.06310553383921262
0.868256930772394,0.061717220236076044
0.8747130592797575,0.06004467373660185
0.881169187787121,0.0586445918247449
0.8876253162944846,0.05667353242724658
0.8940814448018481,0.0546881683966695
0.9005375733092117,0.05239966938123692
0.9069937018165752,0.0492154175669405
0.9134498303239388,0.04179802842176077
