"fidelity","p_opt"
0.2676079410439155,0.09566580067726276
0.2725210820797653,0.09493231205103554
0.277434223115615,0.09420710068499341
0.2823473641514648,0.09348987818391627
0.2872605051873145,0.093016029829643
0.2921736462231643,0.0923115058087859
0.297086787259014,0.09161424511366018
0.3019999282948638,0.09115331267633432
0.3069130693307135,0.0904675906308592
0.3118262103665633,0.09001412154949069
0.31673935140241305,0.08933926003812157
0.32165249243826277,0.08867060317164913
0.32656563347411255,0.0882281673374136
0.33147877450996227,0.08756935367861443
0.33639191554581205,0.08713327845296369
0.34130505658166177,0.08648371098129863
0.34621819761751155,0.08583941613232479
0.3511313386533613,0.08541271675949315
0.35604447968921105,0.08477676908876132
0.3609576207250608,0.08435545587215433
0.36587076176091055,0.08372732579688531
0.3707839027967603,0.08331105343695293
0.37569704383261004,0.08269023421896418
0.3806101848684598,0.08227867212735687
0.3855233259043096,0.08166467834893074
0.3904364669401593,0.0812575096710482
0.39534960797600904,0.08064987582440417
0.4002627490118588,0.08024679653485689
0.4051758900477086,0.07964507571695545
0.4100890310835583,0.0792457937826662
0.4150021721194081,0.07864955648778248
0.4199153131552579,0.07805640996062865
0.4248284541911076,0.07766262409706862
0.4297415952269573,0.07707430731507764
0.4346547362628071,0.07668361025632153
0.4395678772986569,0.07609973393015527
0.4444810183345066,0.07571187081392913
0.44939415937035637,0.07513205941350831
0.45430730040620615,0.07474678426503877
0.45922044144205587,0.0741706751817492
0.4641335824779056,0.07359661852115046
0.46904672351375537,0.07321499315273948
0.47395986454960515,0.07264408360952582
0.47887300558545487,0.07226444454269239
0.48378614662130465,0.07169634964646936
0.4886992876571544,0.07131847876183588
0.49361242869300415,0.07075287646740759
0.49852556972885387,0.07018861927641094
0.5034387107647036,0.06981314052598665
0.5083518518005534,0.06925088095918629
0.5132649928364031,0.06868967662690581
0.5181781338722529,0.06831607462260694
0.5230912749081027,0.0677563961507976
0.5280044159439524,0.06719749642689678
0.5329175569798021,0.0668252795816591
0.537830698015652,0.06626745542838268
0.5427438390515017,0.06571014596210778
0.5476569800873514,0.0651532551971757
0.5525701211232013,0.06478218062353944
0.5574832621590509,0.06422577872047419
0.5623964031949007,0.06366954728626993
0.5673095442307504,0.0631133960460842
0.5722226852666001,0.06255723621872526
0.57713582630245,0.062000980494923565
0.5820489673382997,0.061444543018552664
0.5869621083741494,0.0608878393707873
0.5918752494099992,0.06033078655719516
0.596788390445849,0.05977330299776419
0.6017015314816987,0.05921530851987352
0.6066146725175485,0.058656724354223734
0.6115278135533981,0.058097473133747385
0.616440954589248,0.057537478895527475
0.6213540956250977,0.05697666708575967
0.6262672366609474,0.056227520024558095
0.6311803776967972,0.05566451859829787
0.636093518732647,0.05510046139162121
0.6410066597684967,0.05434662493135013
0.6459198008043465,0.05377984114860547
0.6508329418401962,0.05302213099249178
0.655746082876046,0.05245226789766968
0.6606592239118958,0.05169022693444045
0.6655723649477455,0.05092551649140812
0.6704855059835952,0.050350150417606536
0.6753986470194451,0.04958044697511417
0.6803117880552947,0.048807716448281066
0.6852249290911445,0.048031839762150454
0.6901380701269942,0.04705739837901355
0.695051211162844,0.04627404040710732
0.6999643521986938,0.04528992681849017
0.7048774932345435,0.04449859427545402
0.7097906342703932,0.04350424456248224
0.7147037753062431,0.042303241341957905
0.7196169163420928,0.041295784539790305
0.7245300573779425,0.04007875902161134
0.7294431984137923,0.03885282582851338
0.734356339449642,0.03741125476952168
0.7392694804854918,0.03595753849657618
0.7441826215213416,0.03407092092016873
0.7490957625571912,0.031952383487333195
0.7540089035930411,0.02938154378412389
0.7589220446288908,0.02263335416541357
