"fidelity","max_success_probability"
0.0019365724853665997,0.13011844117745466
0.00998866965747262,0.13011844117745466
0.018040766829578638,0.13011844117745466
0.02609286400168466,0.13011844117745466
0.03414496117379068,0.13011844117745466
0.042197058345896696,0.13011844117745466
0.05024915551800272,0.13011844117745466
0.05830125269010874,0.13011844117745466
0.06635334986221476,0.13011844117745466
0.07440544703432078,0.13011844117745466
0.0824575442064268,0.13011844117745466
0.09050964137853282,0.13011844117745466
0.09856173855063885,0.13011844117745466
0.10661383572274487,0.13011844117745466
0.11466593289485089,0.13011844117745466
0.1227180300669569,0.13011844117745466
0.13077012723906292,0.13011844117745466
0.13882222441116895,0.13011844117745466
0.14687432158327496,0.13011844117745466
0.154926418755381,0.13011844117745466
0.162978515927487,0.13011844117745466
0.17103061309959303,0.13011844117745466
0.17908271027169903,0.13011844117745466
0.18713480744380506,0.13011844117745466
0.1951869046159111,0.13011844117745466
0.2032390017880171,0.13011844117745466
0.21129109896012313,0.13011844117745466
0.21934319613222913,0.13011844117745466
0.22739529330433517,0.13011844117745466
0.23544739047644117,0.13011844117745466
0.2434994876485472,0.13011844117745466
0.2515515848206532,0.13011844117745466
0.25960368199275924,0.13011844117745466
0.26765577916486527,0.13011844117745466
0.2757078763369713,0.13011844117745466
0.2837599735090773,0.13011844117745466
0.2918120706811833,0.13011844117745466
0.29986416785328934,0.13011844117745466
0.3079162650253954,0.13011844117745466
0.31596836219750135,0.13011844117745466
0.3240204593696074,0.12983055793067852
0.3320725565417134,0.12850858701758408
0.34012465371381945,0.1272214290088443
0.3481767508859255,0.1260567143181728
0.35622884805803146,0.12483454990384106
0.3642809452301375,0.1237289028494901
0.3723330424022435,0.1225689935523197
0.38038513957434955,0.12151991887031838
0.3884372367464556,0.12041962810500985
0.39648933391856156,0.11942472394918613
0.4045414310906676,0.1183815144301564
0.4125935282627736,0.11743846993778789
0.42064562543487966,0.11651959694262183
0.42869772260698563,0.11555649384626661
0.43674981977909166,0.11468621896047743
0.4448019169511977,0.11377431264919048
0.4528540141233037,0.11295054001984119
0.46090611129540976,0.112087618048177
0.46895820846751574,0.11130833407550038
0.47701030563962177,0.11049227121445153
0.4850624028117278,0.10969969702179881
0.49311449998383383,0.10893007435794673
0.5011665971559398,0.10823551591980471
0.5092186943280459,0.10750868165386203
0.5172707915001519,0.10675371241738338
0.5253228886722578,0.10607074748106068
0.5333749858443639,0.10540821394037175
0.5414270830164699,0.10476563953515314
0.549479180188576,0.10409879067641835
0.557531277360682,0.10345376804154484
0.565583374532788,0.1028300287918247
0.573635471704894,0.10222704269293707
0.581687568877,0.1016442918590385
0.5897396660491061,0.10108127049973922
0.5977917632212121,0.10050190433142124
0.6058438603933181,0.09994383914174425
0.6138959575654241,0.09940650467794619
0.6219480547375301,0.09885767997944837
0.6300001519096361,0.09836136264889399
0.6380522490817422,0.09782577712544789
0.6461043462538482,0.09734145191727417
0.6541564434259542,0.09685072972286124
0.6622085405980602,0.09638205390578576
0.6702606377701662,0.0959105171620214
0.6783127349422723,0.09543905127862728
0.6863648321143783,0.09499226157499659
0.6944169292864844,0.09456931036098355
0.7024690264585903,0.09413063048183995
0.7105211236306963,0.09371877156896397
0.7185732208028024,0.09331577745002977
0.7266253179749084,0.09301986291197922
0.7346774151470145,0.09273195800028176
0.7427295123191204,0.09244369305747381
0.7507816094912264,0.09214946308986084
0.7588337066633325,0.09185173348864656
0.7668858038354385,0.0915469946495557
0.7749379010075446,0.09123385711852053
0.7829899981796505,0.09090839368355125
0.7910420953517565,0.09057851764748354
0.7990941925238626,0.09021972289292414
0.8071462896959686,0.08974805012915323
